,title,price,rating,reviews,market,link,req
354,"Термопаста ! STEEL STP-5 3гр. для процессора, для компьютера, для пк",480,4.8,1684,yand,https://market.yandex.ru/product--termopasta-steel-stp-5-3gr-dlia-protsessora-dlia-kompiutera-dlia-pk/428043042?hid=90401&sku=101304733751&show-uid=17463882092642650161406023&from=search&cpa=1&do-waremd5=92h6l5CRh8RhUD0L0iOXaw&sponsored=1&cpc=2T78-9jyBXXU3YpOJFQREO6yOQEk8URrYwzkw5flLxDp5nmIXkEAekB0ZJuVuiQDc1dNrKtsMiPC3NkaM5B9P1nVW5aZtzNkS9fKnTP3h1uiKveJ8IhRteqrPTHOeGzy7K4vcwxs4IaO8okEF2jpvMZ5L711lgxJkQKPSyZWRoCcLHXKzaLKU2ybxXegNCTGdwlbmw2R65fxMx5-u7mEFdio7CtLRSTogOigAGuLuAhEnFCm53ZHhE6zKQzRQ0D1BjkSRh4KewKZAjHDFnWmG9t1_rWHKtBpDuutTN2e0FGiEvS5ZBFnoEoXJt3q7w5gd3cnw1t52-HsFr5oNnMixQWS1YEmnOUTALNKse40VPWW9rDa82AeIhYU4VuuHt_3d9LSLI7Z3EKfdRL-up5st1WHVURNuOr20tWN5_pt4jQEBeypQ4xWk-6Cub-W84MQsMdmb6_XVumd3yXF43f1HspMzJUGKkfGQXin_zajT5tW2a4MA-hwfK2hDOPpJcOgK422WdIPV9nY6iH2WHvqw6KViC8EdfKmZlokCk7HCvE%2C&cc=CiBjOTlhYmU1NDJlOGRmMWU0NmU3ODIxZTFmZTdlNmM2NBDnAYB95u0G&uniqueId=954323,Термопаста
355,"Термопаста для процессора, ноутбука, видеокарт. ГОСТ 19783-74. КПТ-8.",146,4.9,209,yand,https://market.yandex.ru/product--termopasta-dlia-protsessora-noutbuka-videokart-gost-19783-74-kpt-8/48147269?hid=90401&sku=102654784944&show-uid=17463882092642650161406024&from=search&cpa=1&do-waremd5=Fqw0zMpNDF6KmfS5iOw7pg&cpc=2T78-9jyBXV0hwesVxhVPrmiEWy2HQbYZfM-qLpY9zlCaVMocZANd3Mg2SoQTJ_bRydVpZ8schDnjX7ZkFUk5juHqlxOatCJKcwU92F4jXsXi4zfq31SkpmyqtBmiBquXX9Ka8AGn3K4P_N2CZRwrjuvyd3FDl8ufpK70WTowtWSPRE07RllBWaUu5jtk87sbdaxS1ySaBUiiBC_OXQ_Z7atACT_WjhIIA-yYIFkFCu-qEZGtzF5eURLWfVWklQhRDthN3VYxSYk8INkh_Rytg7OmAjU_YXsSlHlzzRkeOfjv3B24LR9oDBXq5HUNL5AOxP2PHdqJrF5X4zpiPAONLAZgDMpHNATnyVq4iKoYWL88nPmwroBEkKxzHpZbBtVG7OmH9bSfqYL7M0I0rqRTGZJzWLQfx2FaxkFtwCyn1rKGCKTePrX_BpmkIjE4qP839yXbP1MI_UHBUZkU5qMtjIesMpqtq6JVZz0sBHZL6r8oo_1O7fIkjOv9ahBO7G3&cc=CiBjOTlhYmU1NDJlOGRmMWU0NmU3ODIxZTFmZTdlNmM2NBAHgH3m7QY%2C&uniqueId=3520988,Термопаста
356,Термопаста PSYXI PSG-06: 13.2 Вт/мК; 2 грамма + шпатель в комплекте,366,4.9,12,yand,https://market.yandex.ru/product--termopasta-psyxi-psg-06-13-2-vt-mk-2-gramma-shpatel-v-komplekte/1067052917?hid=90401&sku=103829675695&show-uid=17463882092642650161406025&from=search&cpa=1&do-waremd5=fZtcMYD1lkGexyGRTiAqXg&sponsored=1&cpc=2T78-9jyBXXlul9oTCdZthqorxIAQNvOnJqrnALh1mQfdJkQAL4tXM2aWEP9Yn2iEdSl4fcDaDb_sG1jdbyVF6JsOyfYDtojAlq9Z0T4DT5Qu3eAkPMHqhr7YapHuvU0xbsMhmf8NNW4gsMKrPTlMn-7361gRVm53mxnM93D5Np2z9DlTdPHEeka3yTxOQpVM7t9rJenEKP0LkQygLd8npmJCgR6pH27RWb_TzPolqjXHU-wdkjR7NYbMUElpihS8jJ96eJ9jlZf3jwwxepx-g0DiychzN0iV0mWaCEmr9jCmq_1-_1J-aud_6rU_RV7MjUx17bs2XpYdEvsVFTJdSD0vl58ecsl8LxTEwrqFb2vJlH-o1p2-xEU73oXz6tcWAy0sL2HUtRfZdT7EiOPky_ryrQcS7J5WLzqvL8kfUdehxpYMuycvvFrZ2z2dHK4RFnQooHss--eAGADmLgX6ghVjcEa3DxkR79eYP5PkD3bcZhJjLMAtuy1q3vq25ogO3Wl5D4PQzChhalIp_Vli-AWhOG3wGPu7ca3Fv-CKV8%2C&cc=CiBjOTlhYmU1NDJlOGRmMWU0NmU3ODIxZTFmZTdlNmM2NBDnAYB95u0G&uniqueId=119515144,Термопаста
357,"Термопаста КПТ-8, подходит для ноутбука, компьютера, процессора и видеокарты, 50 грамм",275,4.9,14,yand,https://market.yandex.ru/product--termopasta-kpt-8-podkhodit-dlia-noutbuka-kompiutera-protsessora-i-videokarty-50-gramm/706249269?hid=90401&sku=101381604763&show-uid=17463882092642650161406026&from=search&cpa=1&do-waremd5=qvy2b0b-xSEGgW-p4I6vfQ&sponsored=1&cpc=2T78-9jyBXU4CsjO-1z8OhHa_n48tGFg5inL4Fc3OTcr7ZW26DZNOzCiQ_GvPKq5N6IybCAlRkznbsI83Lm2V6aex22Q2eRR58mm4Gnzy2PrOZaAEU75X95Y86RIe1VvLg5V3UHr7aDRpeAUCU_m6QPIbju7VvqmtKtn739CuE6jQag2MmMYVkOV3AaQEE-iKDdkYB-cOdfC5fBVcfQSprKr-2Jv6jzQqqb2uWQ0C0ORNW5IeVp08xTe5BDAZHDNdJz5qtfgFjODmZLFc1V-VcyggfznJQn_jx_hz2Kj5Ur9uz3LF8WS_rsm4Zf1qG5uLCtMN86-_X1ayjygvKSdPXypU0b6MumlMVPDQKTGomyF0qtDEQ515m4DFQLBITqmYVt7RMVIfc1dxeDgYsjk7uirJkdXYcCDtkD-KXP20Tev6ZuhL83UbRNnY7F_Q6dkdd8uEwVu-aWLHn2qo3bN_wPEjAKJxNW9nJWSo7kx7uZ45bIEDJVbHWoghDcOraieP6SIcMVi_bEwt3I1HXP-NVMY0Zy5xYnf0jfJU5usN3k%2C&cc=CiBjOTlhYmU1NDJlOGRmMWU0NmU3ODIxZTFmZTdlNmM2NBDnAYB95u0G&uniqueId=65742681,Термопаста
358,"Термопаста OTK-2 10.6Вт/Мк для процессора, ноутбука, видеокарты, консоли Overclock Test Killer 8г",445,4.9,25,yand,https://market.yandex.ru/product--termopasta-otk-2-10-6vt-mk-dlia-protsessora-noutbuka-videokarty-konsoli-overclock-test-killer-8g/1126266915?hid=90401&sku=102909371837&show-uid=17463882092642650161406027&from=search&cpa=1&do-waremd5=KFgBjx9Wz4F5to_REaiN3w&sponsored=1&cpc=2T78-9jyBXUq_zTsaV_jBq4Bxv2EXFRaIgrFOmuY9VfGAI6ky1HxDA-ppmu1NykWp--LfFe805Cjm7jRYt_Z1M-VCQ6XH8-vCMYhs9d9ggT1B4Jb_0nK80o3kG8dApKIO_3jRWT2hh8UmujynToN78gAhdUuR0pGNx_TcA8uJkfOGYnNsO_2TcTOqNivMLrrCNXWoghhiJRViLXQ3raNI81mRMeGhvl3y0FfzqmRx3w-mrNS4V5DZXyLbh-ShNl-4C7PcUTnSvlqOGCPY6FGH3lcCWecm1ahgxMwSMb2pngAuR5kBn74J8AsIPAA2utKZszkkDyaXv7zLRsPRJFNLwJ0PPn5Ig32tTsF3SY1F1_o4renBx6hsXF7mzy9aP6RtLxCMqREKkEFHffE5Cpb8Qgrwty8UKTl8hHV0y9wlIfX9wwdeETVPDEPbFkBv6oW5PbTk_0ptl7Rhir8RolHv_rir91qSSW5aveDYQNcjuUKUTcgkI9Ud9I4Ic_HxDJuuHFtZ3d6DDqLHyP_flOZ08eCYgXvUtnsEFnGJ-hBIMk%2C&cc=CiBjOTlhYmU1NDJlOGRmMWU0NmU3ODIxZTFmZTdlNmM2NBDnAYB95u0G&uniqueId=2292853,Термопаста
359,"Термопаста Prolimatech PK-Zero 1,5 г. PK-Zero(1.5g)",160,4.8,13,yand,https://market.yandex.ru/product--termopasta-prolimatech-pk-zero-1-5-g-pk-zero-1-5g/952580642?hid=90401&sku=101313442469&show-uid=17463882092642650161406028&from=search&cpa=1&do-waremd5=Pag9VoDn4ajfoJvHDQC11A&sponsored=1&cpc=2T78-9jyBXUGUrxqMjScL6VijtYO30O8pwraUagm9t2H4zcxn1Z66EGlJEEU5XdvoC_LLwIzeWvnQYWvHZR12T14JQIVy4ZDeCnpseD6WPmEH6JUECppqP1gqqxn9FLXgjgf-syfzrW6raxgfjOPUr_fCCRYtDySsIscu5UIQbhP8Ni3YOuZnEJJExbiSDgRGMYj3hhIV6-tHK3UT6BYhsHI0qkYXFzAmLQPq3hn-Xin5IvKTxgvk8f6xxd9c0HO8IYQe3Y0EcjvpegaD8MHTNJz6BxbfnoaobmkoNyN28KN3UPOr3RihbK3_uz2QKgMUxjOtFZ2nraC8LyEGwl4DNaofmmbhTMVovRVE31y-VPa7-RSNSjQr604l5B1_UgcYaVNYoC0yPFaBOf34Oy_Z3pWvRiOsW2kunY0nTvDddU4yhymEpxaEXBSCO17-wldYvBUNxA63wbmg17WlZn0_9SJTtuJt1qnf1D0AqAy8pKgboq32Dlp_QnkEsfWsS3oN1wwulJik8Hytjb6pQ86SoZPGP8ncHs5JD1kfXXc6Es%2C&cc=CiBjOTlhYmU1NDJlOGRmMWU0NmU3ODIxZTFmZTdlNmM2NBDnAYB95u0G&uniqueId=901068,Термопаста
364,Термопаста ARCTIC MX-4 4 грамма Spatula,680,4.8,47,yand,https://market.yandex.ru/product--termopasta-arctic-mx-4-8-gr-s-lopatkoi/42830482?hid=90401&sku=101318603739&show-uid=17463882092642650161406029&from=search&cpa=1&do-waremd5=OlvytpX1MK_q7nm3ODWgPw&cpc=2T78-9jyBXWneXcq7Rlf7fiAuadjTOGQXueN4EY7vEeCK3A3TxScCvEumTW1uSh_T_SaYpvAJNGSOmwo4nPLl3oNOeTI99ODrdM2HfkmIKZBxh3aTMMzmUBdPhMN71L4FZBYFCvNFk3FbVDUTP61OKnnJ1qVU4mvIgJylqAk_Z8jC_WwayGyat0TixFG_3qvoptcb1teKAUhuj2Ld0jPj8ibLNq8K8MiA46NS4lfuVlFmP36Y4Xw3ub5bk09ze8qsgjA0nIfMz0KYpRuXqtyjTeeq9T51PMfB8EFK5t7ODJ7URy-Ab_fwjsMijYwtCYX5bs-bd1eTdyB5sIkHqgPEK2N4wY1zsnC3koLe1E1QAdyaXV0so3wrvpx52upMSXQiCrxegHzWPN4wLlC2guqAHXXbmJ07e7tafBWPvObyX_hb8tfVPpPzYS_zIbEwK9j7mkQZRFGn0JBzs6SchsaHI6ilPV3lXx5rjBQhS-Ooq1_P5w_5J0lgd6Bnbz1L94i&cc=CiBjOTlhYmU1NDJlOGRmMWU0NmU3ODIxZTFmZTdlNmM2NBAHgH3m7QY%2C&uniqueId=750154,Термопаста
365,"Термопаста OTK-1 13 Вт/мК для процессора, ноутбука, видеокарты, консоли FrostMining 3 г",347,4.7,434,yand,https://market.yandex.ru/product--termopasta-otk-1-13-vt-mk-dlia-protsessora-noutbuka-videokarty-konsoli-frostmining-3-g/1473822955?hid=90401&sku=101481390016&show-uid=17463882092642650161406030&from=search&cpa=1&do-waremd5=esa-xwgM-cQXFRdLprRymA&sponsored=1&cpc=2T78-9jyBXWeU8-eZxH_tbEeue893TNaGp0GJn1APA3sumEv6qfKnxLGREnVkvaVpj0fcipa_hvDX3RI_q2boR6b7p5lYbVWXf89ZFjiloDb1HxgmQWyJ2kmT3vnD9715rhH93jNg7a9lj_tn65h0taIcWm10ta-v06NtFIWgvcz5jcXIylBY47BYWfW-gasw_Ah1_vrYKMBHTfuuKdKk_n4U6l1C84OGpPVwZ-Mu5w3dfuqXbusrFUzcAY2UIKhbcHxNvGaN-wjGGKEU3kPJm7lSXTSXx2umAzCVxd7fJ9ay_tYIBKcq35QSfeEeXqAn8uhQvgpS0HQ4dCQuEGVe4TGECaytilpI0mzLsdEvW052NHHd2bpv7bzw2Ocgn5YfJEm9sduZpKM7Hu4xPhSXUWSzcxJ0sJ-UjADsWrfcd0XMySB0ED7B8CYhBhRWy0DWu8SnlbMg7gKDsb_oiUB_B1Fp08kgZ2k0TMHne0VTiCKFMgb84yNkGWs1R6O04QV2dzu6Oqvk15jXgkJa6gGR8jEF0gJffABrdHLDqTLBrA%2C&cc=CiBjOTlhYmU1NDJlOGRmMWU0NmU3ODIxZTFmZTdlNmM2NBDnAYB95u0G&uniqueId=2292853,Термопаста
366,"Термопаста GD900-1, 30 грамм, шприц, теплопроводность 6Вт/(м·K)",344,4.8,291,yand,https://market.yandex.ru/product--termopasta-gd900-1-30-gramm-shprits-teploprovodnost-6vt-m-k/1755106673?hid=90401&sku=101987682250&show-uid=17463882092642650161406031&from=search&cpa=1&do-waremd5=zq_ChZ5Fg3v4IDPbJgqJjg&sponsored=1&cpc=2T78-9jyBXWBs0xxBM79-cdZLnG-9DcMpR1eGTpVMJe2uloiT0VhzR41BnSP8MdowHXwKQBydr8KMNbGjAkbd__XupqrTrO7DsKy10AcI0m5f6C3AHQH4fUThNQe7ax_zYRzhQ4An3qXKSxaQK_07_vEkgO2uVaUQ8aGY5RIDvgeV9p2Qxj4CjneqRmsssoss6TQlcxkdrqzfkBXtRH13F8NvwV837ni0oRQ7PqMrUFaZWe2Jh6a3sCwlZHWl9FdVd4mfz2ypey_Eva2MQJeBabGDiD4h_7HZbbB_qkOVUdNziYukWD_KmBW_utJo2y2-eZb5UaoE9mRBJdaIc6x2j5e0xDpEF_w16R3ESAGyyQ7jI6b1Hh4BQVYR5_sYbQGpXS1HVUKaD00kW_HAAMH2Xiu-8IqhoDhtLeuK6lkH-1VjUH0wIeNPgjywUpvINAnenodpih_S4T29KYITwbEaQoZZvZ4zplBFZm3KJ9PgqYaCCtC4FMnxMcWCsAV3fawu1jLOOpmXoGbYxdv9kuUh-cSoeKUIbobYyfdN1wxWs4%2C&cc=CiBjOTlhYmU1NDJlOGRmMWU0NmU3ODIxZTFmZTdlNmM2NBDnAYB95u0G&uniqueId=40062956,Термопаста
367,"Термопаста OTK-1 13 Вт/мК для процессора, ноутбука, видеокарты, консоли FrostMining 8 г",515,4.7,434,yand,https://market.yandex.ru/product--termopasta-otk-1-13-vt-mk-dlia-protsessora-noutbuka-videokarty-konsoli-frostmining-3-g/1473822955?hid=90401&sku=101481390017&show-uid=17463882092642650161406032&from=search&cpa=1&do-waremd5=AJahbzM9fx_cIJl1ZTE5IA&sponsored=1&cpc=2T78-9jyBXWlQaurZjMaV_6OTL2pFyuprk-BDgCp4udj8YfGOBYLHeMQ6_vbkS7D_NwhuiiKnoQqUH_fMsijSWQHVlFz2AzDTIWaCrtb9hlPzPtHUKXHkoqr2gVmcQXcYI-Ij2eNX4336A0sYEXr75mT-I3vrCn9t6PZgN391HXLCElt1xE_tIyBtKWRjkEtsQw6dW-yjCcnSS1qzh697f_T5qjBnXdIN1shjevZoJHQ85Lwomnu-zmrIQVVLyryZ2GdBepWSX15ymxBsZZILK7WGc2wAuTjyjKlRzUe0MNEwrmPHu3Z03Iaqs-z3YBS8aLbIsSN9h5aGPq4ces1a4DqcsacIDIjcboziKDSrfL5eK2-b4eYiGMDHbL5Ipnf64B06zZZS3GsNxzXoub1ixEigiVBAtwqWse3InRR7dNGAgdQX8EomNBNerYUzjeRvCZJEz6n5Hh61hBLAK74swH27n-2CHghv91tOMMxokgo1ht8BVGsH2BGnFHyPpqVZomJv8imkcRuCiIdmGbmOJ2UQEwUdl_FrH5kpHzyLb0%2C&cc=CiBjOTlhYmU1NDJlOGRmMWU0NmU3ODIxZTFmZTdlNmM2NBDnAYB95u0G&uniqueId=2292853,Термопаста
368,Термопаста Thermalright TF9 2.9г с лопаткой,834,4.8,11,yand,https://market.yandex.ru/product--termopasta-thermalright-tf9-2-9g-s-lopatkoi/1832530922?hid=90401&sku=101949191041&show-uid=17463882111701015513906033&from=search&cpa=1&do-waremd5=F-HWT_UqisEAvVLwjgJ-2g&sponsored=1&cpc=lydeX478-qkVqenWs0LgJ5BG-HkyIG4zNhblUXw65lfB3xZEZrVNftlH_xeq649ZNchD6yaLZJsosjH7nZrmEmki3WbvxUcHXnbMx5UVlEFE2KhBo1FGfKoD8fps131YhWJtQ-Qwp64KWYuElGS-uaO7fIxkxcaPiBhdEu4v1JIfgy8OjcNDk9mJDOPde92sg4uI1Ota2nuLXfmaLfs4aC2IHwfYiPgLdviMO7iZyDpVifhTg-6NNEk7RtR--SCWqWJZ6kD7mR7kcT3aBWgEoy_zq7apo5BZwMN0KiBJqyiH00Jf8LepTV6X2_efJ0D-DA6qMOMWHG--6MoGb_b7FhrlrwC2Sc5RwqNIIs_wnIk8BbNISiRB6vMmlWCMKASSXjIt_DR9RaawEe9DbJPNkOYEZdFFHK7QMAURMSJ2J8vibqoF2ZtpFOOXqtH32aUjN0gdJ-CRSjA-C0jjpN-9ozg6FCPBOe3qyOaesx6w4n3lETx_PugQAubxjsSQnAf9vHWsAgp3-2tFSB663rDvSm9mw5Enj-6yhIALyEiG_v0%2C&cc=CiAxZmRhZWViYjhhZTIzMTIyY2Q5NGU1NzRjZThhYTc1MBDnAYB95u0G&uniqueId=67996566,Термопаста
369,Термопаста PSYXI PSG-08: 13.7 Вт/мК; 2 грамма + шпатель в комплекте,386,5.0,10,yand,https://market.yandex.ru/product--termopasta-psyxi-psg-08-13-7-vt-mk-2-gramma-shpatel-v-komplekte/1116492710?hid=90401&sku=4335870766&show-uid=17463882111701015513906034&from=search&cpa=1&do-waremd5=Jfa3Kwar5OCdOFI6o51oRQ&sponsored=1&cpc=lydeX478-qlf8QXQU6enDdPl5U49wAk5cowFu-FSuCps5Z89yA9w1suh-7g7D1lJBDgQyuuHezz5Xj23Vq-ceQFwTAUaTc-PQXQ1xToKQMkUA8Zfpz_t4htcoQ4JPmFK1Drqw5V7D-NwIPqHGtgSzzyhSN7lv9uBE3XNG_osOiz0lj04YLlJvmvGOJpOAw0DJZUYF0_bevGK4TgvmazfNEulgai2Z1qYbZhWHF28hdMLSp_jiZ1g6LaDyTAQ-AaDf0dW8Vaq9SGYqOeYyMF0snm4uDPmz3FXS7cPnMEjYKapHcIBlWSKrNbJWXP6uCp6IoudizFX-G99YnhImIcHk-ZGKF4UlAOgZw0QYBXEIM-jWwaRf_6_EsdXOeyW4Vyff66vKSJzIWe0V5AdpjWe2okbnrEUMXcwaSGyr-XY-rc_bxvpgrsfXBml6mJ4iXsJVbm8UNIbBum9GIr2jfxzXTNE5vhptaNBo9iW73Ec7SS5s6iZ8fgfGjTtcaBoBeIhqh8ddQB1sbQ4YfMkw0c-KpAPy-tLfWIXobgM3Z4TYS8%2C&cc=CiAxZmRhZWViYjhhZTIzMTIyY2Q5NGU1NzRjZThhYTc1MBDnAYB95u0G&uniqueId=119515144,Термопаста
370,"Термопаста Thermal Grease LK-15, шприц, 2 г, теплопроводность до 15Вт/(м-К)",322,4.8,76,yand,https://market.yandex.ru/product--termopasta-thermal-grease-lk-15-shprits-2-g-teploprovodnost-do-15vt-m-k/1772515398?hid=90401&sku=101832248955&show-uid=17463882111701015513906035&from=search&cpa=1&do-waremd5=XiVl84v6TzlggRswTkLHig&sponsored=1&cpc=lydeX478-qkV9vzKD9uFPuLZFprSBPsrdplMBoVmXFFYSZDxFeBuDvPW7Fx_llNUMyEiQKS1BtM4F6QOHh-gjSRo8O-IJSGyz-H5FNDHYyzHKArw6spyXCNnnzuDM-FPRfSdnM0P_AuxKd5KZpnCOf77hJQNeA5kaM3NuFgJ80c6Vviw28c_Ssah9_80m1Iz2j8eAuxCMgTeQL-77nYInXeZr99kj-8MSfFeKSO-Fn0MLAy4k-MwJ9CWivFj4nx90qLqNrIf9Azsq2IBXEFYyz3l2bzqpwfmHPEzBJFzOOhIfb7Ja7QXXCSDEwXBxGHJV87U__Wxx9YjaGqDHhVMk9WcIb3qPV6i-v7xCcSURSo_V1WyzNIpABj5SEQ-b2g3IqhY0aVX-9qYY5DtOZHEZ9A_vfkQE06DEq3CJuZfb1PFyLdPUglfic-ZsWU54dCAO0lH5rjxiyIGxpDzoWT9wuIaOl-4DUKdsWHZ9MG_H8KmNhJgaI7hazmaiC7XIl0QVug9sHio8z2XGXo74OQ9Io62FfK0bOLI0hctfz3LF2I%2C&cc=CiAxZmRhZWViYjhhZTIzMTIyY2Q5NGU1NzRjZThhYTc1MBDnAYB95u0G&uniqueId=6299848,Термопаста
371,"Термопаста, GD-2 SSY1, теплопроводящая паста, термоинтерфейс, 1гр, 7,5W/m-K",99,4.9,37,yand,https://market.yandex.ru/product--termopasta-gd-2-ssy1-teploprovodiashchaia-pasta-termointerfeis-1gr-7-5w-m-k/160202731?hid=90401&sku=103160691812&show-uid=17463882111701015513906036&from=search&cpa=1&do-waremd5=LrP5vpbBg12m3lY5rZxJ9Q&sponsored=1&cpc=lydeX478-qlsZImh8FkgpAq_MwMh69aksXiOP-v3YG5TEFThe2vAUPuc0ou_2lLHRlcZQdlygUmKDLQQLNnyuDhxYcJO7VhMdRl_BuMnRnZzcsweg_xwl8kqvjDzbaCkkfi2pOufge0FYSJ-D3iYqvf8U2KBQXV4Mzx93MPATAk4R6195sToZK-uvV0XB1410aWUtw-TFd5xsxNsgLR2YGMvFXODAyU58MuvFXzIP_1vxk8ngTbfn9TNgFHkrCRqgq-JoI267TUVKsET6IUHYcDo7sJDq-L7aTgozWgOIE8CtUqoQI4oFJwORaoS3f3oRRrNF8byarKecCJxYH-VPbaeKvNkWyMhSwsFOOJxPsWWYG7vv6lru0j2iCBoN1qBeCRBK1LiqKWsOMVwjt2wkYchQbiLsxKWmpV3MbwEp2h0n4gh7uAHSo0QMtzb1L9-Xv977AxPtMe0o6ohnlsKeEn6dY_8FjnOjZcQKmsDVnwosIBYxnoV5AsRWUfpwbcxQAGRvHP_nlXIA545s85UDsFt6YtueJaRYyrW0xBHW7Q%2C&cc=CiAxZmRhZWViYjhhZTIzMTIyY2Q5NGU1NzRjZThhYTc1MBDnAYB95u0G&uniqueId=64619099,Термопаста
372,Термопаста Arctic MX-6 4г + 6 салфеток MX Cleaner (ACTCP00084A),1059,4.8,155,yand,https://market.yandex.ru/product--termopasta-arctic-mx-6-4g-6-salfetok-mx-cleaner-actcp00084a/1929100158?hid=90401&sku=102052278983&show-uid=17463882111701015513906037&from=search&cpa=1&do-waremd5=eLpQjPfRv1ibekJGr-JplQ&sponsored=1&cpc=lydeX478-qnMK_fGsnEYUd-0Cdr_0ZifbUsdcU2VX481M37EtSI7TjQzbK879ILVZvwZWMjZDT5k04zuUuOz59fEQ1EI6i32DvwPL08WVwdlGMxqpabvhFuWyn64jq75OBw60g88m3gqbyByO_Y2NfoZmCvRCMN0ccI_9CVjK6GmBmY-ltMa_82kedZhGxm754luYhJXfXNq-UWmVh4PcNjMAPuwguzQkRi8aONI-J79kYHHVaYyyCqpIvWnLs12hV-DSBqbECza-LFRnr9vqxFQvAhugm12R4RkHIgHwAbmXXcn_ENfJzn_NiyjWvkpsOLZkamVL0A2B6m7tQgwz6sgMK6UlbnaTWOWEhSKUqoEtIOIfCSO2lD6My-YNw4ALrqbxnk_Z8qUI_tWNnXkT4N_XMswIaQFaIm3coG1ldqjD2hUffcZQnN5iiLBDcJqBvPWv6gN1Nz-FRngfIVYIAWpYqhcPk_ue0xFqvghdLDK5xmmcLBOekhn1o0XdQi2CMqw8Ac-Jg7xKOScQG6-ai-K5tunJ8uVzJpXlgZPIRs%2C&cc=CiAxZmRhZWViYjhhZTIzMTIyY2Q5NGU1NzRjZThhYTc1MBDnAYB95u0G&uniqueId=892410,Термопаста
373,Термопаста ARCTIC MX-2 4 Грамма ACTCP00005B,450,4.9,1230,yand,https://market.yandex.ru/product--termopasta-arctic-mx-2-4-gramma-actcp00005b/726297193?hid=90401&sku=101302302728&show-uid=17463882111701015513906038&from=search&cpa=1&do-waremd5=l9xb-78hzkuNruTqfGmfyA&cpc=lydeX478-qn5QJr7YPsVuAvmWPei1enoT2eQsohP6E4SAxNhV842-_uvY7U-fZlzMgTFQ8twgvGwFV0D_ubCBcwz0iOgsKH4lDLMt2FDoS3OAxI0nuN18yZ3RHSpz8ySAuf7oGr7KLiBVxki1_hdLmntxvus8y0AoAZ54R9Mr2AbelTHUOGAikVtKRvFRY_7X4r0LYlOe5qWgSq-qLpILWzIdObt2_NOUebVcTTK54gh_Z_pwZl7ZbSRaMRe8_cIcNzHAQ01UR-DtOrRSQxJ6xTIg7yTnCv4Be7zl_UTMIOPkEx3Zb7DgnPd17pYXv5cLT-DR9JcGyf2FHwhbAYuFeHsZPxFiQT1_OSla1hTQ3HKK4klGz__Qp1u1eiDTr4mwy57tJOuzCEIhBoGMJZVWSmzBg6XPxmEfFNoFL8ieIs5xdFm7sbeLLdOF7jW2uHOrh0mW8Dn75vkrFfTAgmGI5ZnH8YMNkR0xRjfPIP5kdGTQOuPwfFPo-2o-b-xD-O7&cc=CiAxZmRhZWViYjhhZTIzMTIyY2Q5NGU1NzRjZThhYTc1MBAHgH3m7QY%2C&uniqueId=901068,Термопаста
374,"Термопаста OTK-1 13 Вт/мК для процессора, ноутбука, видеокарты, консоли FrostMining 1 г",246,4.7,434,yand,https://market.yandex.ru/product--termopasta-otk-1-13-vt-mk-dlia-protsessora-noutbuka-videokarty-konsoli-frostmining-1-g/1473822955?hid=90401&sku=101481390007&show-uid=17463882111701015513906040&from=search&cpa=1&do-waremd5=jqWbdmQSc_ohnJRGZ104wQ&sponsored=1&cpc=lydeX478-qlM4QNVzZWWD9wPD57tQn5JLmOvj-AMt-zD11MDx6trn_Gb-Y6MK71bl_J4FziPdnMK1eYaQsa8MqBnJwc7hQ_dlgRD2DzAvOe0gWfeUbweieV_pF-DqEdSrDxrC774-TbbI1KL5ynFcdHyh2M-ps4brl7f4DopImiAGgzTL9gDO45XYNyN6iKLM4OOVcfEZ7iqsyVIDzgGi2ara_xw5YHGCfXnmSqLXwp4g2NTEbn3zBD7TOEkknAHDqafi34kNdtjYysGWjc3RPDy_TKmqmMeU2ZMglL_rKcaH0VcgoHXcZz4_jetMPq4tcrW0jDTP_pzTfn_sZj7Bengq4s45o9t2RK03oMwY2Vr7IAb_wPuuEazxLruRAqbvOzJfxeyu-CV7TzUevGKBdxNcT2hXOX8r3-T1y-Aw8tEuGlzriO_mBCPFy4zsUckctc3FoHjuuk-emweyGc4ZZM6YRGM2JiDAqV1eWzVI4l2hy84ZXLQk--fQvmdi4HntXk-vEHXacXuOYsx8ZY21TR6M53DdsF7uTAAVjweb0c%2C&cc=CiAxZmRhZWViYjhhZTIzMTIyY2Q5NGU1NzRjZThhYTc1MBDnAYB95u0G&uniqueId=2292853,Термопаста
